n_subs,rank,genotype,mu_real,sigma_real
7,26,0-3-2-0-1-0-0-0-0-0-3-1-0-4-3-0,985.9843,77.770386
7,27,0-4-3-2-0-1-0-0-0-0-3-0-0-4-4-0,944.9835,37.36965
7,28,0-3-4-1-0-1-0-0-0-0-1-0-0-3-4-0,943.1465,35.72684
7,29,0-4-4-0-1-3-0-0-0-1-0-0-0-4-3-0,979.25183,72.06201
7,30,0-4-4-2-0-2-0-0-0-0-1-0-0-4-3-0,964.57275,57.9345
7,31,0-3-4-0-0-3-1-0-0-0-0-1-0-3-3-0,957.90686,52.601078
7,32,0-3-3-0-1-0-0-0-0-1-3-0-0-4-3-0,957.90686,52.601078
7,33,0-4-4-0-0-3-0-0-0-0-0-1-1-3-3-0,951.8334,46.70148
7,34,0-3-4-0-0-3-1-0-0-0-1-0-0-4-3-0,963.2692,58.192974
7,35,0-3-4-0-0-3-0-0-0-0-0-1-1-3-4-0,951.73267,46.90478
7,36,0-3-4-1-0-1-0-0-0-0-2-0-0-3-4-0,939.55695,35.73489
7,37,0-4-4-3-0-3-0-0-0-0-3-0-0-4-4-0,966.9254,63.706806
7,38,0-4-4-0-0-2-1-0-0-0-0-1-0-3-3-0,960.599,58.455894
7,39,0-4-4-0-0-3-1-0-0-0-1-0-0-4-4-0,963.73486,61.970905
7,40,0-4-4-0-0-1-0-0-0-1-1-0-0-4-3-0,963.7674,63.334236
7,41,0-3-4-2-0-1-0-0-0-0-1-0-0-4-3-0,956.2292,55.83732
7,42,0-3-4-0-0-1-0-0-1-0-3-0-0-4-4-0,944.3863,45.114468
7,43,0-3-3-0-1-1-0-0-0-0-1-0-0-4-3-0,944.396,45.526794
7,44,0-3-3-2-0-3-0-0-0-0-1-0-0-4-3-0,932.6462,34.027527
7,45,0-4-4-0-0-1-0-1-0-0-3-0-0-4-3-0,943.8838,45.51841
7,46,0-3-3-0-1-0-0-0-0-1-1-0-0-4-3-0,954.7324,56.706463
7,47,0-4-4-0-0-1-0-0-1-0-3-0-0-4-4-0,944.68555,47.015293
7,48,0-3-3-0-1-2-0-0-0-0-0-1-0-3-3-0,946.7053,49.058342
7,49,0-3-4-0-0-3-0-0-1-0-1-0-0-3-3-0,923.6784,26.108528
7,50,0-4-4-0-1-4-0-0-1-0-0-0-0-3-3-0,980.23517,83.07761
7,51,0-3-4-1-1-2-0-0-0-0-0-0-0-3-4-0,950.9515,54.06063
7,52,0-4-4-0-0-3-0-0-1-0-1-0-0-4-4-0,944.0968,47.434406
7,53,0-3-4-1-0-0-0-0-0-0-3-1-0-4-4-0,963.70013,67.27772
7,54,0-4-4-0-0-2-0-0-1-0-2-0-0-4-3-0,945.50653,49.12248
7,55,0-3-4-0-1-1-0-0-0-0-0-2-0-4-3-0,979.621,83.39599
7,56,0-4-4-0-2-0-0-0-0-0-3-1-0-4-4-0,981.0415,84.87779
7,57,0-3-4-0-1-0-0-0-0-0-2-0-1-4-4-0,963.6355,67.74875
7,58,0-3-4-1-0-2-0-0-0-0-0-1-0-4-4-0,963.4077,67.880745
7,59,0-4-3-0-1-1-0-0-0-0-2-0-0-4-3-0,942.7069,47.30644
7,60,0-3-4-0-0-1-0-0-1-0-1-0-0-4-3-0,941.98157,46.86862
7,61,0-3-4-0-0-1-0-1-0-0-1-0-0-4-3-0,941.98157,46.86862
7,62,0-3-4-1-0-4-0-0-0-0-1-0-0-4-3-0,978.74615,84.05437
7,63,0-4-3-0-1-3-0-0-1-0-0-0-0-3-4-0,926.9946,33.439503
7,64,0-3-3-0-0-1-0-1-0-0-2-0-0-4-4-0,924.64526,31.633047
7,65,0-3-4-0-0-0-0-1-0-0-3-1-0-4-3-0,952.42993,59.78386
7,66,0-4-4-0-0-1-0-1-0-0-1-0-0-4-4-0,942.4636,50.54646
7,67,0-3-4-0-0-2-0-0-1-0-1-0-0-4-3-0,938.8407,47.100143
7,68,0-3-4-0-1-0-0-0-0-1-3-0-0-4-4-0,962.2472,71.21155
7,69,0-4-4-0-1-0-0-0-1-0-2-0-0-4-4-0,954.58264,63.661217
7,70,0-4-4-0-1-3-0-0-1-0-0-0-0-4-3-0,952.6194,61.770893
7,71,0-3-4-0-0-1-0-0-0-0-2-1-0-3-3-0,935.835,45.653973
7,72,0-4-4-0-0-1-0-0-1-0-1-0-0-3-4-0,923.412,33.37122
7,73,0-4-4-0-0-1-0-1-0-0-2-0-0-4-3-0,938.91785,48.932667
7,74,0-3-4-0-1-0-0-0-1-0-1-0-0-4-4-0,951.35754,61.46984
7,75,0-3-4-0-0-0-0-0-1-0-4-0-2-4-3-0,977.8147,88.18239
7,76,0-4-4-1-0-1-0-0-0-0-0-1-0-3-3-0,939.00073,49.51906
7,77,0-3-3-0-0-1-0-3-0-0-3-0-0-4-3-0,917.99585,28.964783
7,78,0-3-4-0-0-3-0-0-1-0-0-1-0-4-4-0,947.6148,58.737137
7,79,0-3-4-0-0-0-1-0-0-0-4-1-0-4-4-0,999.2816,111.11531
7,80,0-4-4-0-0-3-0-0-3-0-1-0-0-3-3-0,918.15063,30.71631
7,81,0-3-4-0-0-3-0-0-3-0-0-0-1-3-4-0,921.2992,34.005604
7,82,0-3-4-0-1-1-0-0-0-0-3-0-0-3-3-0,929.3458,42.145645
7,83,0-3-4-0-0-3-0-0-0-0-3-0-3-3-4-0,927.91315,41.458996
7,84,0-4-4-0-0-1-1-0-0-0-2-0-0-4-4-0,951.49506,65.32978
7,85,0-4-4-0-0-3-0-0-3-0-0-0-1-3-4-0,921.49194,35.693974
7,86,0-3-3-0-0-3-0-0-0-0-1-1-0-4-4-0,929.6518,43.93045
7,87,0-4-4-0-1-1-0-0-0-0-3-0-0-3-3-0,929.6518,43.93045
7,88,0-3-4-0-1-1-0-0-0-0-3-0-0-3-4-0,929.6424,44.09312
7,89,0-3-4-0-1-0-1-0-0-0-4-0-0-4-3-0,985.23206,99.75331
7,90,0-3-4-0-0-3-0-0-1-0-3-0-0-4-3-0,924.4261,39.83632
7,91,0-3-3-0-1-2-0-0-0-0-2-0-0-4-4-0,931.23865,47.219414
7,92,0-4-4-0-0-3-0-0-0-1-0-1-0-3-4-0,936.803,53.922348
7,93,0-4-4-0-0-1-0-0-0-0-0-1-1-3-4-0,935.0204,52.740353
7,94,0-4-4-0-0-2-0-0-1-0-0-1-0-2-4-0,952.2584,70.358406
7,95,0-4-3-0-0-1-0-2-0-0-3-0-0-4-3-0,920.0113,38.216972
7,96,0-3-3-0-0-1-0-3-0-0-2-0-0-4-3-0,914.2832,32.832314
7,97,0-4-4-0-1-3-0-0-0-2-0-0-0-4-3-0,954.07556,72.72632
7,98,0-4-4-0-0-3-0-0-1-0-3-0-0-4-4-0,925.02246,43.93906
7,99,0-3-4-0-2-3-0-0-0-0-1-0-0-4-4-0,952.0083,71.08891
7,100,0-3-4-0-0-3-0-0-1-0-2-0-0-3-4-0,908.21704,27.90184
8,1,0-3-4-1-0-3-0-0-0-0-3-0-1-4-3-0,1011.61536,48.873756
8,2,0-3-4-1-0-3-0-0-0-0-2-0-1-4-3-0,1010.39484,52.4847
8,3,0-4-4-1-0-2-0-0-0-0-3-0-1-4-4-0,1010.8611,56.320675
8,4,0-4-4-1-0-3-0-0-0-0-1-0-1-4-3-0,996.5431,54.154343
8,5,0-4-4-1-0-1-0-0-0-0-3-0-1-4-4-0,996.6938,56.021366
8,6,0-4-4-1-0-2-0-0-0-0-1-0-1-4-4-0,981.9294,59.255234
8,7,0-3-4-1-0-3-0-0-0-0-2-0-2-3-3-0,959.26733,37.956673
8,8,0-4-4-1-0-3-0-0-0-0-3-0-1-3-3-0,950.67084,31.086452
8,9,0-3-4-2-0-2-0-0-0-0-2-0-1-4-4-0,980.442,63.976364
8,10,0-4-4-1-0-2-0-0-0-0-1-1-0-4-3-0,985.9523,69.75078
8,11,0-3-4-0-1-3-0-0-0-0-3-0-1-4-3-0,975.5747,61.00974
8,12,0-3-4-0-1-2-0-0-0-0-2-0-1-4-4-0,980.48517,70.075195
8,13,0-3-4-0-1-3-0-0-0-0-3-0-2-4-4-0,972.2244,69.87305
8,14,0-3-4-0-0-3-0-0-0-0-3-1-1-4-3-0,964.04254,62.278484
8,15,0-3-4-1-1-3-0-0-0-0-3-0-0-4-4-0,964.3497,64.498314
8,16,0-4-4-2-0-2-0-0-0-0-3-1-0-4-4-0,975.1389,75.68933
8,17,0-4-4-2-0-2-0-0-0-0-1-0-1-4-3-0,962.7577,63.675915
8,18,0-3-4-0-0-3-0-1-0-0-2-0-1-4-4-0,943.0582,48.237644
8,19,0-3-4-0-0-0-0-1-3-0-3-0-1-4-3-0,943.2423,49.195084
8,20,0-3-4-1-0-3-0-1-0-0-1-0-0-4-4-0,939.58563,49.20087
8,21,0-4-4-0-1-2-0-0-0-0-2-0-2-4-3-0,967.01764,76.90113
8,22,0-3-4-2-0-2-0-0-0-0-2-0-3-3-4-0,950.38855,61.035946
8,23,0-4-4-0-0-3-0-0-1-0-3-0-1-4-4-0,935.87244,47.976112
8,24,0-4-4-0-1-2-0-0-0-0-3-1-0-4-3-0,963.7389,77.201294
8,25,0-3-4-0-1-3-0-1-0-0-0-0-1-4-3-0,949.94226,64.04131
8,26,0-3-4-2-0-2-0-0-0-0-1-1-0-4-4-0,961.31067,76.493484
8,27,0-4-4-1-0-3-0-1-0-0-0-0-1-4-4-0,939.27747,54.54931
8,28,0-4-4-0-1-3-0-1-0-0-0-0-1-4-3-0,950.25214,66.10389
8,29,0-3-4-2-0-1-0-0-0-0-1-0-1-4-4-0,946.3422,63.448105
8,30,0-3-4-2-1-3-0-0-0-0-1-0-0-4-3-0,957.09424,74.456116
8,31,0-3-4-1-0-1-0-0-0-0-4-1-0-4-4-0,989.5128,107.34061
8,32,0-3-4-1-0-3-0-0-1-0-1-0-0-4-4-0,930.48914,48.49373
8,33,0-4-4-0-0-3-0-1-0-0-3-0-2-4-3-0,931.2069,49.909904
8,34,0-3-3-1-0-1-0-0-0-1-3-0-0-4-3-0,923.46606,42.710136
8,35,0-3-4-0-1-3-0-0-1-0-1-0-0-4-4-0,941.90063,61.14538
8,36,0-3-4-0-0-1-0-1-0-0-3-1-0-4-4-0,941.84143,61.205452
8,37,0-3-4-0-1-0-0-0-2-0-3-0-1-4-4-0,956.5725,76.344826
8,38,0-3-4-2-0-2-0-0-1-0-2-0-0-4-4-0,935.9837,56.8392
8,39,0-4-4-0-0-0-0-2-3-0-3-0-1-4-3-0,940.8391,62.98983
8,40,0-4-4-0-1-2-0-0-1-0-1-0-0-4-3-0,941.48505,64.0747
8,41,0-3-4-0-1-2-0-0-0-0-1-1-0-3-4-0,939.1767,62.069744
8,42,0-3-4-0-1-0-0-0-1-0-2-0-1-4-3-0,941.8668,65.68918
8,43,0-4-4-0-1-2-0-0-1-0-1-0-0-4-4-0,941.7073,66.04789
8,44,0-3-3-1-0-3-0-0-0-0-2-0-1-3-3-0,892.92114,18.193443
8,45,0-3-4-0-0-0-0-3-1-0-3-0-1-4-3-0,923.4448,49.028408
8,46,0-3-4-1-0-2-0-1-0-0-0-1-0-4-4-0,942.163,67.80885
8,47,0-4-3-1-0-3-0-0-0-0-1-1-0-4-3-0,921.6781,47.437016
8,48,0-3-4-1-1-0-0-0-2-0-3-0-0-4-3-0,948.4133,75.04909
8,49,0-3-4-0-0-0-0-3-1-0-3-0-1-4-4-0,923.6836,51.110687
8,50,0-3-4-0-0-1-0-0-1-0-2-0-1-4-3-0,923.1177,50.965237
8,51,0-3-4-1-0-2-0-0-0-0-2-1-0-3-3-0,919.2372,48.359272
8,52,0-4-4-0-1-1-0-1-0-0-0-1-0-4-3-0,948.8884,78.0749
8,53,0-3-4-2-0-3-0-1-0-0-3-0-0-4-3-0,920.26465,49.498955
8,54,0-4-4-0-0-0-0-3-1-0-3-0-1-4-4-0,923.77765,53.094242
8,55,0-3-4-0-1-3-0-0-0-0-0-1-1-4-3-0,952.51514,81.86419
8,56,0-3-4-0-1-2-0-1-0-0-1-0-0-4-3-0,932.7501,62.413036
8,57,0-4-3-1-0-2-0-1-0-0-0-0-1-4-3-0,905.9756,36.377556
8,58,0-4-4-1-0-3-0-0-0-0-2-0-3-2-4-0,948.18616,78.96419
8,59,0-3-4-2-0-1-0-0-0-0-4-1-0-4-4-0,982.71375,113.769844
8,60,0-3-4-0-0-3-0-1-0-0-1-1-0-4-3-0,926.306,57.671894
8,61,0-4-4-1-0-4-0-0-0-0-3-1-0-4-3-0,966.94617,98.735054
8,62,0-3-4-0-0-2-0-3-0-0-1-0-1-4-4-0,923.2329,55.06369
8,63,0-4-4-1-0-3-0-0-0-0-3-0-3-2-4-0,943.0704,75.66546
8,64,0-4-4-0-0-2-0-3-0-0-3-0-1-4-4-0,921.35376,54.062042
8,65,0-3-4-0-1-1-0-1-0-0-2-0-0-4-3-0,929.2993,62.23239
8,66,0-4-4-0-0-3-1-0-0-0-1-1-0-4-4-0,942.7256,75.716156
8,67,0-4-4-0-0-2-0-2-0-0-3-0-1-4-3-0,927.0569,60.548958
8,68,0-4-4-0-1-1-0-1-0-0-0-0-1-4-3-0,935.59625,69.41013
8,69,0-3-4-0-0-3-0-0-1-0-1-0-1-2-3-0,919.922,53.9132
8,70,0-3-4-0-0-3-1-0-0-0-1-0-1-4-3-0,927.3261,61.40238
8,71,0-3-3-1-1-3-0-0-0-0-1-0-0-4-3-0,911.61615,46.209988
8,72,0-4-4-0-1-1-0-0-1-0-3-0-0-4-4-0,926.8966,61.890778
8,73,0-3-3-1-0-1-0-0-1-0-3-0-0-4-4-0,893.3587,28.389423
8,74,0-3-4-0-0-3-0-1-0-0-1-0-1-3-4-0,893.31537,28.485464
8,75,0-3-4-0-0-1-0-3-0-0-3-1-0-4-4-0,929.2471,64.606766
8,76,0-4-4-1-0-3-0-4-3-0-0-0-0-4-3-0,944.91486,80.49348
8,77,0-3-4-0-0-0-0-1-1-0-1-0-1-4-4-0,914.878,51.37758
8,78,0-3-3-0-1-3-0-0-0-0-1-1-0-4-3-0,919.6676,56.458176
8,79,0-4-4-1-0-1-1-0-0-0-2-0-0-4-3-0,930.843,67.763115
8,80,0-3-4-1-0-2-0-0-2-0-2-0-0-4-4-0,926.3864,63.748024
8,81,0-3-3-4-0-3-0-0-0-0-3-0-1-4-3-0,923.9635,61.35944
8,82,0-3-4-1-0-1-0-1-0-0-0-1-0-4-3-0,927.9935,65.65758
8,83,0-3-4-0-1-0-0-0-3-0-2-0-1-4-3-0,931.3163,69.21733
8,84,0-4-4-0-0-2-0-0-3-0-3-0-1-4-3-0,914.66125,52.768967
8,85,0-3-4-0-0-3-0-0-0-0-3-1-1-3-4-0,905.6914,44.19598
8,86,0-3-4-0-0-3-0-0-3-0-1-0-1-2-3-0,918.5383,57.149193
8,87,0-3-4-0-0-0-0-3-1-0-2-0-1-4-3-0,913.2391,52.86644
8,88,0-4-4-0-0-1-0-3-0-0-2-1-0-4-4-0,929.6361,69.43764
8,89,0-3-4-2-0-0-0-0-1-0-3-0-1-3-3-0,895.37897,35.23131
8,90,0-4-4-1-0-1-0-1-0-0-1-0-0-4-3-0,910.36145,52.690495
8,91,0-3-4-0-0-2-0-0-1-0-1-0-1-4-3-0,908.444,50.98662
8,92,0-3-4-0-0-3-0-0-1-0-3-1-0-4-4-0,914.7957,57.379967
8,93,0-3-3-0-0-0-0-3-1-0-3-0-1-4-3-0,886.45435,29.222483
8,94,0-4-4-1-0-4-0-0-0-0-1-0-3-4-3-0,964.4762,107.328224
8,95,0-4-4-0-0-3-0-1-0-0-3-1-0-4-3-0,914.23157,57.290752
8,96,0-3-4-0-0-1-0-1-1-0-0-1-0-4-4-0,918.29443,61.730537
8,97,0-4-4-0-1-3-0-0-2-1-0-0-0-4-3-0,939.72144,83.57277
8,98,0-4-4-2-0-4-0-1-0-0-1-0-0-4-3-0,947.7975,91.663124
8,99,0-4-4-0-0-3-0-0-1-0-3-1-0-4-4-0,915.07556,59.565342
8,100,0-3-4-1-0-2-0-0-2-0-1-0-0-4-3-0,916.9575,61.587612
9,1,0-3-4-1-1-3-0-0-0-0-3-0-1-4-3-0,985.70917,68.695015
9,2,0-3-4-1-1-2-0-0-0-0-1-0-1-4-3-0,991.39246,75.61017
9,3,0-3-4-1-1-2-0-0-0-0-3-0-1-4-4-0,989.02783,74.02108
9,4,0-3-4-1-1-2-0-0-0-0-2-0-2-4-4-0,987.4717,85.05876
9,5,0-3-4-1-0-1-0-0-1-0-3-0-1-4-3-0,953.6201,51.638702
9,6,0-3-4-1-0-3-0-1-0-0-1-0-1-4-4-0,953.9346,53.63028
9,7,0-4-4-1-0-3-0-0-1-0-3-0-1-4-3-0,948.8523,50.720196
9,8,0-4-4-2-0-1-0-0-1-0-3-0-1-4-3-0,955.20715,59.415577
9,9,0-4-4-2-0-2-0-0-1-0-3-0-1-4-3-0,954.44604,59.74284
9,10,0-3-4-1-1-2-0-0-0-0-1-0-2-4-4-0,974.056,84.91579
9,11,0-3-4-1-0-1-0-0-1-0-3-0-2-4-3-0,942.61145,58.486183
9,12,0-3-4-1-1-1-0-0-0-0-3-1-0-4-3-0,964.38074,83.381996
9,13,0-3-3-2-0-3-0-1-0-0-1-0-1-4-3-0,915.2041,37.574913
9,14,0-4-4-1-0-2-0-1-0-0-1-0-1-4-3-0,934.86725,57.48124
9,15,0-3-4-1-0-0-0-1-3-0-3-0-1-4-3-0,931.9584,54.84666
9,16,0-3-4-1-0-3-0-3-1-0-0-0-1-4-3-0,931.9584,54.84666
9,17,0-3-4-1-0-1-1-0-0-0-3-0-1-4-4-0,946.02783,69.00202
9,18,0-3-3-1-1-3-0-0-0-0-3-0-1-4-3-0,923.456,47.001106
9,19,0-3-4-1-0-3-0-3-0-0-1-0-1-4-3-0,929.8718,55.13849
9,20,0-3-4-1-0-3-0-3-1-0-0-0-2-3-3-0,914.2244,39.739506
9,21,0-3-4-1-0-3-0-0-1-0-1-0-1-3-4-0,907.94324,33.63488
9,22,0-3-4-1-0-2-0-0-3-0-3-0-1-4-3-0,927.17456,55.41161
9,23,0-3-4-1-0-1-0-0-1-0-3-0-1-3-3-0,901.78204,30.97547
9,24,0-4-4-2-0-1-0-0-3-0-3-0-1-4-3-0,933.54694,63.05308
9,25,0-4-4-1-0-3-0-0-1-0-1-0-1-4-3-0,924.4675,54.243237
9,26,0-3-4-1-0-3-0-0-1-0-1-0-1-4-4-0,924.3528,54.186165
9,27,0-4-4-1-0-2-0-1-0-0-1-0-2-4-4-0,934.1926,65.53417
9,28,0-4-4-1-0-3-0-0-1-0-1-0-1-4-4-0,924.62756,56.22768
9,29,0-3-4-1-0-2-0-0-1-0-1-0-1-3-4-0,905.2788,37.052143
9,30,0-3-4-1-0-0-0-1-1-0-3-0-2-4-4-0,928.4095,60.327606
9,31,0-3-4-1-0-1-0-1-1-0-3-0-0-4-4-0,914.506,47.97229
9,32,0-4-4-1-0-3-0-0-2-0-3-0-1-4-4-0,931.72064,65.22811
9,33,0-3-4-1-0-1-0-1-1-0-1-0-0-4-3-0,915.80835,49.51636
9,34,0-3-4-1-0-0-0-3-3-0-3-0-1-4-3-0,924.401,58.20965
9,35,0-3-4-1-0-3-0-0-1-0-3-0-3-3-3-0,910.4946,44.311905
9,36,0-3-4-1-0-3-0-0-1-0-2-0-1-3-4-0,899.82886,33.772514
9,37,0-3-4-2-0-3-0-1-1-0-1-0-0-4-4-0,920.134,54.095215
9,38,0-3-4-2-0-2-0-1-0-0-3-0-1-4-3-0,924.3533,58.954628
9,39,0-3-3-1-0-0-0-1-3-0-1-0-1-4-3-0,902.5789,37.502357
9,40,0-3-4-0-0-1-0-1-1-0-3-0-1-4-3-0,910.66003,45.9604
9,41,0-4-4-1-0-2-1-0-0-0-3-0-1-4-4-0,936.1982,71.50308
9,42,0-3-4-1-0-0-0-1-2-0-3-0-1-4-3-0,928.5999,64.07173
9,43,0-4-4-0-0-1-0-1-1-0-1-0-1-4-3-0,916.08344,51.59431
9,44,0-3-4-2-0-3-0-3-2-0-0-0-1-4-4-0,940.62305,76.16236
9,45,0-3-4-1-0-3-0-0-1-0-3-0-1-3-3-0,891.31006,27.671282
9,46,0-4-4-1-0-1-0-0-1-0-1-0-1-4-3-0,920.3019,57.185284
9,47,0-3-3-1-0-2-0-1-0-0-2-0-2-4-3-0,903.86487,40.912952
9,48,0-3-4-1-0-3-0-1-1-0-1-0-0-4-4-0,910.9635,48.06176
9,49,0-3-4-1-0-1-0-0-1-0-1-0-1-4-4-0,920.1372,57.251392
9,50,0-4-4-1-0-3-0-2-1-0-0-0-1-4-3-0,928.89966,66.17561
9,51,0-4-4-1-0-3-0-0-0-1-3-0-1-4-3-0,927.69214,65.932
9,52,0-3-4-0-1-0-0-1-3-0-3-0-1-4-3-0,926.1739,65.395355
9,53,0-3-4-1-0-3-0-3-1-0-0-1-0-4-3-0,926.1739,65.395355
9,54,0-3-4-2-0-2-0-1-3-0-1-0-0-4-4-0,921.3336,61.20078
9,55,0-3-4-2-0-2-0-0-1-0-3-0-1-3-4-0,899.20215,39.194244
9,56,0-4-3-1-0-2-0-1-0-0-1-0-2-4-4-0,905.05225,45.137577
9,57,0-3-4-1-0-1-0-1-0-0-2-0-2-4-4-0,922.6948,63.47714
9,58,0-3-4-1-0-2-0-1-1-0-0-0-1-3-4-0,895.3739,36.206585
9,59,0-4-4-1-0-3-0-0-1-0-3-0-3-4-4-0,930.5864,71.54753
9,60,0-3-4-1-0-2-0-1-1-0-3-0-0-4-3-0,904.81995,46.033455
9,61,0-3-4-0-0-3-0-1-3-0-1-0-1-4-3-0,907.49805,49.150597
9,62,0-3-4-1-0-0-0-1-4-0-1-0-1-3-4-0,922.0344,64.085495
9,63,0-4-3-1-0-0-0-2-3-0-2-0-1-4-3-0,908.2124,51.208294
9,64,0-4-4-0-0-2-0-3-1-0-2-0-2-4-3-0,917.93933,61.437065
9,65,0-4-4-2-0-2-0-1-3-0-2-0-0-4-3-0,917.8794,61.459213
9,66,0-3-4-0-0-2-0-3-1-0-1-0-1-4-3-0,909.22046,53.197212
9,67,0-3-3-1-1-1-0-1-0-0-3-0-0-4-3-0,900.858,44.86282
9,68,0-3-4-0-0-3-0-1-1-0-3-0-2-4-4-0,906.0094,50.50579
9,69,0-3-4-0-0-3-0-0-1-0-3-1-1-4-4-0,920.68365,65.23499
9,70,0-4-4-2-0-1-0-0-1-0-1-0-1-4-4-0,920.6052,65.341995
9,71,0-4-4-1-0-1-0-0-1-0-2-0-2-4-4-0,921.55225,66.665344
9,72,0-3-4-2-0-1-0-1-0-0-3-0-1-4-3-0,913.52045,58.753307
9,73,0-4-4-0-0-3-0-1-3-0-1-0-1-4-4-0,908.0612,53.390446
9,74,0-4-4-2-0-4-0-3-0-0-1-0-1-4-4-0,957.72266,103.464516
9,75,0-4-4-0-0-2-0-1-1-0-3-0-1-4-3-0,902.5736,48.315865
9,76,0-4-4-0-0-2-0-3-1-0-1-0-1-4-3-0,909.4955,55.267242
9,77,0-3-4-0-0-2-0-3-1-0-1-0-1-4-4-0,909.47675,55.25175
9,78,0-3-4-1-0-1-0-4-1-0-0-0-1-4-4-0,939.9326,86.13591
9,79,0-3-3-1-0-0-0-1-1-0-1-0-1-4-3-0,887.67847,34.13711
9,80,0-3-4-0-1-3-0-0-1-0-3-0-1-3-3-0,894.4835,41.117603
9,81,0-3-4-1-0-2-0-3-3-0-1-0-0-4-3-0,909.9057,56.574512
9,82,0-4-4-0-0-2-0-3-1-0-3-0-2-4-3-0,910.76904,58.047657
9,83,0-3-3-1-0-3-0-4-1-0-0-0-2-4-4-0,918.9712,66.62317
9,84,0-3-4-1-1-0-0-0-1-0-1-0-1-3-3-0,904.77625,52.476273
9,85,0-3-4-1-0-1-0-2-1-0-1-0-0-4-3-0,913.37286,61.426598
9,86,0-3-4-0-0-1-0-2-1-0-1-0-1-4-3-0,913.4092,61.762913
9,87,0-4-4-1-0-1-0-2-3-0-0-0-1-3-4-0,904.42413,53.220333
9,88,0-3-4-1-0-3-0-1-2-0-0-0-1-4-3-0,914.20374,63.037773
9,89,0-3-4-3-0-3-0-3-1-0-3-0-0-4-4-0,915.7897,64.96937
9,90,0-3-4-0-0-1-1-1-0-0-2-0-2-4-3-0,918.7392,67.979225
9,91,0-3-4-0-0-2-0-3-1-0-2-0-1-4-3-0,904.11084,53.39463
9,92,0-3-4-0-0-1-0-2-1-0-2-0-2-4-4-0,921.2883,70.634155
9,93,0-3-4-0-0-2-0-1-1-0-3-0-3-4-3-0,913.3524,62.93914
9,94,0-3-4-0-1-0-0-1-3-0-2-0-1-4-4-0,922.0042,71.65395
9,95,0-3-4-1-0-1-0-2-1-0-1-0-0-4-4-0,913.6479,63.44979
9,96,0-3-4-2-0-1-0-0-3-0-2-0-1-4-3-0,914.64594,64.70714
9,97,0-4-4-1-0-0-0-2-1-0-3-0-2-4-3-0,922.37897,72.457054
9,98,0-3-4-1-0-1-0-3-3-0-0-0-1-4-4-0,913.49994,63.840256
9,99,0-3-4-1-0-3-0-1-1-0-3-0-0-4-3-0,891.96533,42.428318
9,100,0-3-4-0-1-3-0-0-3-0-2-0-1-4-3-0,918.1267,68.72148
10,1,0-3-4-2-0-1-0-3-3-0-1-0-2-4-3-0,977.4524,76.01679
10,2,0-3-4-2-0-1-0-3-3-0-2-0-2-4-3-0,977.6621,76.25991
10,3,0-3-4-2-0-2-0-3-3-0-1-0-2-4-3-0,977.6621,76.25991
10,4,0-3-4-2-0-2-0-3-3-0-1-0-2-4-4-0,977.85876,78.90836
10,5,0-4-4-2-0-1-0-3-3-0-1-0-2-4-3-0,977.5276,78.662506
10,6,0-3-4-2-0-1-0-3-3-0-1-0-2-4-4-0,977.5276,78.662506
10,7,0-3-4-2-0-2-0-3-3-0-2-0-3-4-3-0,984.02185,86.67402
10,8,0-4-4-2-0-1-0-3-3-0-1-0-2-4-4-0,977.6028,81.1684
10,9,0-3-4-3-0-2-0-3-3-0-1-0-2-4-4-0,985.4908,89.42601
10,10,0-4-4-3-0-2-0-3-3-0-1-0-2-4-3-0,985.495,89.45714
10,11,0-3-4-2-0-2-0-3-3-0-2-0-2-4-3-0,972.26855,76.5001
10,12,0-3-4-2-0-1-0-3-3-0-3-0-3-4-3-0,978.0905,82.62357
10,13,0-3-4-2-0-1-0-1-3-0-3-0-3-4-3-0,973.82605,78.886734
10,14,0-3-4-2-0-3-0-3-3-0-1-0-2-4-3-0,967.27344,72.50372
10,15,0-3-4-2-0-1-0-3-3-0-3-0-2-4-3-0,967.27344,72.50372
10,16,0-3-4-2-0-2-0-3-3-0-2-0-2-4-4-0,972.4834,79.16253
10,17,0-3-4-3-0-3-0-4-3-0-1-0-3-4-3-0,1009.88135,116.67943
10,18,0-3-4-2-0-1-0-3-3-0-3-0-3-4-4-0,978.2982,85.95875
10,19,0-3-4-3-0-2-0-3-3-0-3-0-2-4-3-0,974.9198,82.65076
10,20,0-3-4-2-0-3-0-3-3-0-1-0-2-4-4-0,967.4895,75.2475
10,21,0-4-4-2-0-1-0-3-3-0-3-0-2-4-3-0,967.4895,75.2475
10,22,0-3-4-2-0-2-0-1-1-0-2-0-2-4-4-0,963.18427,71.8659
10,23,0-3-4-2-0-3-0-3-1-0-1-0-3-4-3-0,969.92065,78.839806
10,24,0-3-4-3-0-3-0-3-3-0-2-0-3-4-4-0,986.88794,95.81151
10,25,0-4-4-3-0-3-0-3-3-0-2-0-3-4-3-0,986.88794,95.82725
10,26,0-3-4-2-0-2-0-3-1-0-1-0-2-4-3-0,963.59204,72.60501
10,27,0-3-4-2-0-2-0-3-3-0-3-0-3-4-3-0,973.7971,82.821625
10,28,0-4-4-2-0-3-0-3-1-0-1-0-2-4-3-0,962.38293,71.67582
10,29,0-3-4-2-0-1-0-3-4-0-2-0-2-4-3-0,992.48944,101.785095
