Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,target
2,0,0,0,3,0,0,0,0,0,0,3,1,0,2,1,1.1777139991946093
0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0,-2.0946697852171394
0,1,0,0,0,0,4,0,3,4,0,0,4,0,0,0,0.9377885197823176
0,0,1,3,0,0,2,2,0,0,3,0,0,0,2,0,0.5706798992590614
0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0.30977575739547647
0,2,0,0,0,0,0,0,4,0,1,4,1,0,0,0,0.5988589484255297
0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,-1.6400307999350725
0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,-0.710047020239689
0,1,0,0,0,0,0,1,0,2,0,2,0,4,0,0,-0.029651321961032352
0,0,0,0,0,1,0,1,0,0,0,2,2,0,3,0,-0.761478237215782
0,0,0,0,3,2,0,4,0,0,2,2,0,0,2,0,0.136468151305444
0,0,2,0,0,0,2,0,0,0,4,0,0,3,0,0,-1.6162852087562665
0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,-1.249116135701024
0,0,0,0,0,0,0,0,2,0,0,4,1,0,4,0,1.2965089430294885
2,0,0,0,3,4,0,1,4,0,4,0,0,0,0,0,0.4462261082746452
4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047577604576952474
0,2,0,0,0,3,0,0,3,0,3,0,0,0,2,0,0.16393075627526954
0,1,0,0,0,4,2,4,0,0,0,2,0,0,0,0,0.6258910333364833
0,0,4,1,0,1,0,0,0,0,4,0,0,0,0,0,-0.1386807311018793
1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0.40053461413277286
0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,-0.5326319096790526
2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,-0.5633319928145508
0,3,0,0,3,3,0,4,0,3,0,0,0,2,0,0,0.917528752305991
0,2,2,0,2,0,4,0,0,0,0,2,0,2,0,0,-0.9191637653441295
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8576688356446144
2,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,-0.6771575751349747
0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,-1.1453820415916915
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.7677252711630187
0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,0.618075501262047
0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,-1.6240157805154793
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.1478345193942303
0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,-0.8782039072193092
1,0,0,0,0,4,0,0,0,0,1,3,2,0,1,0,1.0530396381610556
0,0,0,4,4,0,1,3,1,4,0,0,0,0,0,0,1.175858760003531
0,0,4,0,4,0,0,0,0,0,3,3,0,0,0,0,-1.6282074283751984
0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,-0.7062287076112878
0,2,1,2,2,0,0,0,0,0,0,0,4,0,0,4,0.9781021893557763
0,4,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0.9282051596103504
0,0,4,0,3,0,0,4,0,0,1,0,0,0,2,0,-1.2457928802940204
0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,-1.370785842509661
0,0,0,0,0,2,0,0,0,4,2,2,0,3,0,0,0.6551451572609696
0,0,0,0,0,1,3,0,3,0,4,0,0,1,0,1,1.0646342704107132
0,0,1,0,0,3,1,0,0,3,2,0,0,1,0,0,0.9189534714381971
2,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,-0.920840914643682
1,0,0,2,1,0,0,4,0,0,3,0,2,0,0,0,0.519488041632588
0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,-1.2444988693390806
4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0.8780507981409308
3,0,2,0,4,2,0,0,0,1,4,0,0,0,0,0,1.4458953188275132
2,0,0,0,1,3,1,0,0,0,0,0,1,0,3,0,0.9200734771321505
3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0341408695805174
0,3,0,0,0,1,0,2,0,0,4,0,0,2,0,0,0.836558304193749
0,0,4,1,0,4,0,0,2,0,2,0,0,0,0,3,0.4327713352772619
0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,-2.199097449592093
2,2,1,0,0,0,0,0,0,0,3,0,0,2,0,2,-1.5732879369183024
4,2,0,0,3,4,0,0,4,0,3,0,0,0,0,0,1.4168119324595814
0,0,1,0,0,0,0,0,4,0,0,0,1,4,1,0,0.14787407362417251
1,0,0,0,0,2,0,0,0,0,4,2,3,0,3,0,0.8835045968373808
0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3665954189793861
0,0,3,0,0,1,0,0,1,3,0,4,3,0,0,0,1.006920891664743
0,3,0,3,0,0,0,0,1,0,0,0,0,4,0,0,-1.2125644108545204
0,0,1,0,0,4,0,0,0,1,0,0,3,0,0,0,-0.005963732535888685
0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,-1.6184280059373308
0,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0.505776753837319
0,3,0,0,1,0,4,0,0,2,0,0,0,3,0,2,-0.32637603980453567
4,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0.7547333513726264
0,0,0,0,0,0,0,1,0,0,2,3,0,3,0,0,-1.0461867889379428
0,0,0,3,2,0,4,2,0,0,0,0,0,3,0,3,-1.3243215362697
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-1.5938548686112057
0,3,1,0,0,4,0,0,0,2,3,0,0,0,1,0,0.7342497461427305
4,0,0,0,0,0,0,3,0,4,2,3,0,0,3,0,1.7320637175045206
0,1,0,3,0,0,0,2,3,0,2,1,0,0,0,0,0.5291106142577352
0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,0,-2.5337634835916654
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9118792352398388
0,0,4,0,2,0,0,1,0,0,4,0,2,0,4,0,-0.4897588106094923
0,0,2,0,2,0,0,1,0,0,4,0,1,0,0,4,1.2471608876285825
0,0,0,0,1,2,0,0,0,4,0,3,0,0,1,4,1.3653316999170135
2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0.08370861247787902
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0.7049319019818268
0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0.6777535872975561
0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0.8287256166710466
0,0,0,0,3,0,0,0,0,0,0,2,0,3,0,0,-3.1325882930687614
0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.20844751067395792
4,0,0,0,1,0,0,3,4,2,0,0,0,0,0,2,1.3739151425328913
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.7138086210704464
0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,-0.459904245995687
3,1,0,0,3,0,3,0,0,0,0,1,1,0,0,0,0.5341502314174716
0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,-2.4243182590618892
0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-0.1350258036950612
0,0,0,0,0,0,1,1,0,4,1,0,2,0,0,0,0.2456094793230748
0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,1.308836357997947
0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,-0.5600332451907845
0,0,2,1,0,0,0,3,0,1,0,0,0,0,0,3,-1.24093135302581
0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0.16344631909327503
0,0,0,2,0,2,0,0,3,2,0,0,0,0,3,2,-0.11073777358059878
0,0,0,0,4,0,2,0,0,0,0,0,0,0,2,3,-0.8281745354444009
1,0,0,1,0,0,0,0,3,4,0,0,3,0,0,2,1.3045336081875514
0,2,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0.6431355265484905
1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0.11979632329508572
3,0,4,0,0,0,0,0,0,0,0,0,3,2,0,3,-0.847977641226402
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0.5368705953568332
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2.044477028220648
1,0,0,0,0,3,3,4,3,0,4,0,0,0,0,0,1.0068024373790951
2,0,0,0,4,0,0,2,0,0,0,0,0,0,0,4,1.1422692092243325
0,0,0,1,0,3,0,0,3,0,0,4,0,4,0,1,1.0444039122742712
0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,-0.24205946235426784
0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.06050137560418989
1,4,1,0,4,0,0,0,2,4,0,0,0,0,0,0,1.2335484478923715
0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0.3130736880931351
2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,-0.484382619893294
0,4,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0.4933259830265651
0,1,0,0,0,0,0,0,0,1,2,1,0,0,3,0,-0.016643407544679776
0,0,4,0,1,0,0,0,0,0,0,0,0,4,0,0,-3.9589245728222515
0,0,0,0,2,0,3,0,0,0,2,0,2,0,0,4,0.8071620351264852
0,0,3,2,0,0,0,2,0,3,0,2,0,0,0,0,-1.9801824927493032
0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,-0.02958024938964382
0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0.15721889137262846
0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,-0.5979026718493572
0,0,0,2,0,0,0,0,0,0,2,2,3,0,1,1,1.3651421730599769
3,0,0,0,4,1,2,0,0,0,0,3,3,0,0,0,0.9094436346159424
0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.3387349709950053
0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,-1.4588218845292722
0,0,0,0,1,0,2,1,0,0,2,0,0,3,4,0,0.2718703859881556
1,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,1.40664201934213
0,3,4,0,0,0,3,1,0,4,0,0,0,4,0,0,0.23149054539995573
2,0,2,0,0,0,2,0,0,3,4,0,3,0,0,0,1.1737715137978046
0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,-1.0452554931749178
0,0,0,0,4,0,4,0,3,0,2,0,1,0,0,0,0.11275850487538609
4,0,0,0,0,1,0,0,1,0,4,3,0,0,0,0,1.2503256593706504
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,-0.8004562326027972
4,2,0,4,2,0,3,1,0,0,0,0,0,0,0,0,0.8835070476157044
0,0,2,0,0,2,4,0,0,1,0,0,0,0,0,0,0.03671493811998807
4,0,0,2,2,1,0,0,0,0,0,1,0,3,0,0,0.48776761778830197
0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,1,0.5968893395793431
0,2,0,2,0,2,1,0,0,1,0,1,0,0,0,0,0.08443322593560054
0,1,2,0,0,0,0,0,0,0,0,3,4,0,0,0,-0.17163471336911867
0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,-0.31427246258964614
0,0,1,0,3,4,0,0,0,0,4,0,2,0,2,0,-0.052569366992519226
4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,-0.3214483415215838
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,-0.9007796602115786
0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,3,-0.19854507628999296
2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.336696332952418
2,0,0,3,0,0,3,0,3,0,2,0,0,0,0,0,-0.6662924578996866
1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.9153745181594154
3,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,-1.5353229299051037
0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0.26546731915430694
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.8160742915605175
0,2,0,0,0,1,0,0,0,0,1,3,2,4,0,0,1.035887457599243
0,4,1,4,1,0,0,0,3,0,0,0,0,4,0,0,0.3431218641945162
0,0,0,0,0,2,0,0,4,0,4,0,3,0,1,0,0.36368226047855606
0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0.1571233110180021
0,0,1,0,0,0,1,0,2,3,0,0,2,0,0,0,-0.731263408188386
3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,-0.7052001976414211
0,2,0,0,0,3,0,0,3,0,0,0,1,4,0,0,1.1428721006919749
3,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,-0.17607552369175244
0,0,3,2,0,0,2,0,0,4,4,0,0,0,0,0,1.0842257923307643
0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0.8871913843624076
0,0,0,1,2,0,0,0,4,0,0,0,3,0,0,3,0.8760550476592912
0,0,2,0,0,0,0,1,2,3,0,3,0,3,0,0,-1.7001745338520935
2,4,0,0,1,0,0,2,0,0,0,0,1,0,0,1,-0.4627945305654956
0,0,0,0,0,0,0,1,1,3,3,4,4,0,0,0,1.3273176773373396
0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,-1.3668915557532237
3,0,4,2,0,0,0,2,4,4,0,0,0,0,0,0,0.9584330594554731
1,0,0,0,2,0,0,0,0,0,0,0,4,4,0,2,0.8976202630560681
0,0,0,0,0,0,2,2,2,0,0,4,0,0,4,1,1.1265564524646683
0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1.1662794844621034
0,2,2,0,0,4,0,0,0,1,0,0,0,2,0,0,-0.03520233486432445
0,1,0,2,0,0,4,0,3,0,0,0,0,0,0,0,-0.17026391136003496
2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,-0.209976323318067
0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0.4667562782926921
4,0,0,0,0,0,1,0,0,0,3,0,4,0,0,0,1.1743556159649648
0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0.38283100844811646
0,0,0,3,4,0,1,0,0,0,0,3,0,0,0,0,0.4788712924730924
0,0,2,0,0,0,0,2,3,0,0,0,0,3,0,2,-0.9471598230624246
4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.6037237433981717
1,1,0,0,0,0,0,1,0,0,2,0,4,0,4,0,-0.6546929240933818
0,0,0,0,0,0,0,2,0,2,1,3,0,4,3,0,0.5599209824178023
0,3,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0.434696013187513
0,0,0,0,0,1,4,2,0,4,2,0,0,1,0,0,-0.4731817460276526
0,0,0,0,0,0,4,0,0,0,1,0,4,4,0,0,-0.4250525443797578
3,4,0,3,0,1,0,0,0,4,0,0,0,0,4,0,0.15244232441964128
3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,-0.3886282600060891
3,0,0,0,4,4,0,0,4,0,0,4,0,0,4,0,0.23874648309046906
0,0,0,0,0,1,4,0,0,0,0,0,4,0,0,4,1.5257882414034134
4,0,0,3,0,0,0,0,0,3,0,2,2,1,0,0,1.1620984566417873
0,4,0,0,0,0,3,0,1,0,0,0,0,2,0,0,-1.1240937641454984
4,4,0,0,0,4,0,0,0,0,0,0,0,1,0,0,-0.8669352284867101
1,0,3,0,0,1,0,0,0,0,4,0,3,0,1,0,0.9010709589359072
0,0,4,0,3,0,0,0,4,4,0,0,0,4,0,3,-1.4154978422481417
4,0,0,0,3,0,2,2,0,0,0,0,0,1,3,0,-0.3098104121882068
4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.46321490361487466
0,2,0,1,0,0,3,0,0,0,1,3,4,0,0,0,0.7278956948753569
3,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0.2887448116732769
2,1,0,0,2,0,0,2,1,0,1,0,0,0,0,0,-0.40821488036949277
0,1,0,3,0,0,0,4,0,0,0,3,1,0,2,0,-0.06785078676720362
0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,-1.177255230618158
0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0.7121363733275415
0,0,2,1,4,0,0,0,0,0,0,2,0,0,0,0,-0.29564573040304426
0,1,0,0,3,0,0,0,0,2,1,0,0,4,0,0,0.10652454174587597
0,4,0,0,0,0,1,0,0,2,0,0,0,0,1,3,0.7989208845498246
0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0722193636961426
0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,3,-1.5434970925409148
0,0,0,0,0,0,3,1,0,2,4,4,0,0,0,0,1.1111312536949909
0,3,0,4,0,0,0,2,0,0,4,0,0,0,0,0,0.46280889133924025
0,0,1,3,3,0,0,0,0,3,0,4,0,0,0,1,1.085390728960653
0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,-0.4780187655126253
0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,-0.0897092786367228
0,0,0,4,4,0,0,0,0,0,2,0,0,0,0,2,1.4619405645130994
0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,-0.40555088433157743
0,3,4,3,0,0,0,0,0,0,0,0,3,4,3,0,-1.2446671561173115
3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-1.9503205758005273
0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,-1.4729024229253194
0,1,0,2,0,0,0,4,3,3,0,0,0,0,0,0,0.30416755966463066
0,3,0,3,0,1,4,0,0,0,0,2,2,0,0,0,-0.7321481391632593
0,0,4,0,4,0,3,0,4,1,0,0,0,0,0,0,0.725821519487357
0,0,0,4,3,0,0,4,0,0,1,0,0,3,0,2,0.10608258472149315
0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,-2.0979758851758774
3,0,0,0,3,0,0,0,3,4,0,2,3,0,0,0,0.3152311899441422
0,2,3,0,0,0,3,1,0,0,0,0,2,0,0,1,-0.5492383836007773
0,1,0,0,1,0,0,2,0,0,0,4,3,0,0,1,1.1222741258069706
1,0,0,0,4,4,0,0,0,4,4,0,0,0,4,0,1.2172948860492667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8455767610218103
0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,-1.4529008040990938
0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,1.0438181762548953
3,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0.7443150927183685
0,0,0,0,0,4,0,0,0,0,0,1,4,0,3,1,1.2510952037643077
0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,-0.39131758075335
0,0,0,0,4,0,0,4,0,1,0,3,0,0,0,0,0.641041744933901
0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0.5872634992497643
1,0,1,0,4,0,3,0,0,0,0,0,3,0,1,0,1.4476329206590515
0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,-0.9138022792978742
0,3,2,0,0,0,1,0,0,3,0,0,0,0,3,3,-1.197846670094299
0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0.0066267326393189135
0,4,0,0,3,0,3,0,0,0,0,4,0,0,3,0,0.5608792367423883
0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,-1.1568745580778597
0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,-0.7395535743315215
0,2,2,0,0,0,2,0,0,0,0,1,0,4,0,1,-1.2749693962382544
0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0.8845927424131254
0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0.3244158901754463
0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0.8150045257624825
0,2,0,0,0,0,3,0,1,3,0,0,0,1,1,0,0.47365358542183034
1,2,0,0,0,0,1,0,0,4,0,0,0,0,3,0,-0.38365563078720194
0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,-1.2436688724134375
3,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,1.5253274950785487
2,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0.8826991076949753
0,3,3,0,0,0,4,0,4,2,3,0,0,0,0,0,0.7821665470025669
0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,3,-1.1297215681029344
0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0.5966516140819395
0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,-0.5012897226227322
0,3,1,2,0,0,0,0,4,4,0,0,0,0,0,1,1.1199605910693513
0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0.31044727065618377
0,0,0,1,2,0,2,1,0,0,2,0,0,0,2,0,0.2497300546114054
0,2,0,2,0,0,0,1,0,3,0,0,1,2,0,0,-0.1880598296948859
0,3,0,0,4,0,1,3,0,3,0,0,0,0,0,0,0.3843537587132728
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.291830751105649
0,0,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0.2602030473148935
1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.28923449430811665
0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-0.15808681079543332
