n_subs,rank,genotype,mu_real,sigma_real
15,99,4-4-4-3-3-0-3-4-4-4-3-4-4-4-4-4,444.47736,18.122482
15,100,4-4-4-4-3-0-3-4-4-4-3-3-3-4-4-4,443.44147,17.08774
16,1,4-4-4-4-3-4-3-4-4-3-4-3-4-4-4-4,447.03537,16.93999
16,2,4-4-4-4-3-4-4-4-4-3-4-3-4-4-4-4,448.0313,17.963337
16,3,4-4-4-4-3-4-3-4-4-4-4-3-4-4-4-4,448.0313,17.963337
16,4,4-4-4-4-3-4-4-4-4-4-4-3-4-4-4-4,449.06387,19.005177
16,5,4-4-4-4-3-3-3-4-4-3-4-3-4-4-4-4,446.68106,16.84421
16,6,4-4-4-4-3-4-3-4-4-3-3-3-4-4-4-4,446.68106,16.84421
16,7,4-4-4-4-3-4-4-4-4-3-3-3-4-4-4-4,447.71124,17.88078
16,8,4-4-4-4-3-4-4-4-4-3-4-3-3-4-4-4,446.73465,16.907354
16,9,4-4-4-3-3-4-3-4-4-4-4-3-4-4-4-4,446.73465,16.907354
16,10,4-4-4-4-3-4-3-4-4-4-3-3-4-4-4-4,447.6425,17.849173
16,11,4-4-4-4-3-3-4-4-4-3-4-3-4-4-4-4,447.6425,17.849173
16,12,4-4-4-4-3-4-4-4-4-3-4-3-2-4-4-4,446.20642,16.435778
16,13,4-4-4-2-3-4-3-4-4-4-4-3-4-4-4-4,446.20642,16.435778
16,14,4-4-4-4-3-4-3-4-4-3-4-3-3-4-4-4,445.6567,15.886245
16,15,4-4-4-3-3-4-3-4-4-3-4-3-4-4-4-4,445.6567,15.886245
16,16,4-4-4-4-3-3-4-4-4-4-4-3-4-4-4-4,448.66064,18.896772
16,17,4-4-4-4-3-4-4-4-4-4-3-3-4-4-4-4,448.66064,18.896772
16,18,4-4-4-4-3-4-4-4-4-4-4-3-3-4-4-4,447.70682,17.954483
16,19,4-4-4-3-3-4-4-4-4-4-4-3-4-4-4-4,447.70682,17.954483
16,20,4-4-4-3-3-4-4-4-4-3-4-3-4-4-4-4,446.6262,16.898794
16,21,4-4-4-4-3-4-3-4-4-4-4-4-4-4-4-4,448.67847,19.00048
16,22,4-4-4-4-4-4-4-4-4-3-4-3-4-4-4-4,448.67847,19.00048
16,23,4-4-4-4-3-4-3-4-4-3-4-3-2-4-4-4,445.08783,15.414824
16,24,4-4-4-2-3-4-3-4-4-3-4-3-4-4-4-4,445.08783,15.414824
16,25,4-4-4-2-3-4-4-4-4-4-4-3-4-4-4-4,447.1579,17.488632
16,26,4-4-4-4-3-4-4-4-4-4-4-3-2-4-4-4,447.1579,17.488632
16,27,4-4-4-4-3-4-3-4-4-3-4-4-4-4-4-4,447.63568,18.011196
16,28,4-4-4-4-4-4-3-4-4-3-4-3-4-4-4-4,447.63568,18.011196
16,29,4-4-4-2-3-4-4-4-4-3-4-3-4-4-4-4,446.03906,16.425432
16,30,4-4-4-4-3-4-4-4-4-4-4-4-4-4-4-4,449.6854,20.076519
16,31,4-4-4-4-3-4-4-4-4-3-4-4-4-4-4-4,448.64166,19.059309
16,32,4-4-4-4-4-4-3-4-4-4-4-3-4-4-4-4,448.64166,19.059309
16,33,4-4-4-4-3-4-4-4-4-3-3-3-3-4-4-4,446.3949,16.832224
16,34,4-4-4-3-3-3-3-4-4-4-4-3-4-4-4-4,446.3949,16.832224
16,35,4-4-4-3-3-3-3-4-4-3-4-3-4-4-4-4,445.35052,15.790535
16,36,4-4-4-4-3-3-3-4-4-3-3-3-4-4-4-4,446.3108,16.762138
16,37,4-4-4-4-3-3-3-4-4-4-3-3-4-4-4-4,447.30347,17.7748
16,38,4-4-4-2-3-3-3-4-4-4-4-3-4-4-4-4,445.88214,16.35512
16,39,4-4-4-4-3-3-4-4-4-3-4-3-3-4-4-4,446.28848,16.784304
16,40,4-4-4-3-3-4-3-4-4-4-4-4-4-4-4-4,447.37817,17.890604
16,41,4-4-4-4-4-4-4-4-4-3-4-3-3-4-4-4,447.37817,17.890604
16,42,4-4-4-2-3-3-3-4-4-3-4-3-4-4-4-4,444.7932,15.32143
16,43,4-4-4-4-3-4-3-4-4-4-3-3-3-4-4-4,446.2549,16.789595
16,44,4-4-4-3-3-3-4-4-4-3-4-3-4-4-4-4,446.2549,16.789595
16,45,4-4-4-3-3-3-4-4-4-4-4-3-4-4-4-4,447.305,17.840103
16,46,4-4-4-4-3-4-4-4-4-4-3-3-3-4-4-4,447.305,17.840103
16,47,4-4-4-4-3-3-4-4-4-4-3-3-4-4-4-4,448.25067,18.798203
16,48,4-4-4-4-3-3-4-4-4-3-4-3-2-4-4-4,445.7527,16.307978
16,49,4-4-4-2-3-4-3-4-4-4-3-3-4-4-4-4,445.7527,16.307978
16,50,4-4-4-2-3-4-3-4-4-4-4-4-4-4-4-4,446.82965,17.39878
16,51,4-4-4-4-4-4-4-4-4-3-4-3-2-4-4-4,446.82965,17.39878
16,52,4-4-4-4-3-3-3-4-4-4-4-3-3-4-4-4,446.2422,16.812181
16,53,4-4-4-4-3-4-3-4-4-4-3-4-4-4-4-4,448.2753,18.850908
16,54,4-4-4-3-3-4-4-4-4-4-3-3-4-4-4-4,447.252,17.834599
16,55,4-4-4-4-3-3-4-4-4-4-4-3-3-4-4-4,447.252,17.834599
16,56,4-4-4-2-3-4-3-4-4-3-3-3-4-4-4-4,444.72742,15.314429
16,57,4-4-4-4-3-3-3-4-4-4-4-4-4-4-4-4,448.3392,18.94261
16,58,4-4-4-2-3-3-4-4-4-4-4-3-4-4-4-4,446.76736,17.377363
16,59,4-4-4-4-3-4-4-4-4-4-3-3-2-4-4-4,446.76736,17.377363
16,60,4-4-4-4-3-2-3-4-4-4-4-3-4-4-4-4,447.4884,18.100466
16,61,4-4-4-4-3-4-4-4-4-3-2-3-4-4-4-4,447.4884,18.100466
16,62,4-4-4-4-3-4-3-4-4-3-3-4-4-4-4-4,447.2803,17.893108
16,63,4-4-4-4-3-2-3-4-4-3-4-3-4-4-4-4,446.4574,17.070723
16,64,4-4-4-4-3-4-3-4-4-3-2-3-4-4-4-4,446.4574,17.070723
16,65,4-4-4-4-3-4-3-4-4-4-3-3-2-4-4-4,445.69525,16.314547
16,66,4-4-4-4-4-4-3-4-4-3-3-3-4-4-4-4,447.3023,17.93672
16,67,4-4-4-3-3-4-4-4-4-4-4-4-4-4-4-4,448.3256,18.960176
16,68,4-4-4-3-3-4-3-4-4-3-4-4-4-4-4-4,446.26602,16.91193
16,69,4-4-4-4-4-4-3-4-4-3-4-3-3-4-4-4,446.26602,16.91193
16,70,4-4-4-4-4-3-4-4-4-4-4-3-4-4-4-4,449.28094,19.93765
16,71,4-4-4-4-4-3-3-4-4-4-4-3-4-4-4-4,448.30124,18.961452
16,72,4-4-4-4-3-3-3-4-4-4-4-3-2-4-4-4,445.65704,16.327494
16,73,4-4-4-4-3-3-4-4-4-4-4-3-2-4-4-4,446.67908,17.358429
16,74,4-4-4-2-3-4-4-4-4-4-3-3-4-4-4-4,446.67908,17.358429
16,75,4-4-4-4-3-2-4-4-4-3-4-3-4-4-4-4,447.37555,18.086256
16,76,4-4-4-4-3-4-3-4-4-4-2-3-4-4-4-4,447.37555,18.086256
16,77,4-4-4-4-4-4-3-4-4-3-4-3-2-4-4-4,445.70227,16.414297
16,78,4-4-4-4-3-3-4-4-4-4-4-4-4-4-4-4,449.26932,19.984627
16,79,4-4-4-4-4-4-4-4-4-4-4-3-2-4-4-4,447.7716,18.487999
16,80,4-4-4-2-3-4-4-4-4-4-4-4-4-4-4-4,447.7716,18.487999
16,81,4-4-4-4-4-4-3-4-4-4-3-3-4-4-4-4,448.2348,18.951223
16,82,4-4-4-4-3-3-4-4-4-3-4-4-4-4-4-4,448.2348,18.951223
16,83,4-4-4-3-3-4-4-4-4-3-4-4-4-4-4-4,447.23132,17.950855
16,84,4-4-4-3-3-4-3-4-4-3-4-3-3-4-4-4,444.09927,14.823482
16,85,4-4-4-3-3-4-3-4-4-4-4-3-3-4-4-4,445.14508,15.869652
16,86,4-4-4-3-3-4-4-4-4-3-4-3-3-4-4-4,445.14508,15.869652
16,87,4-4-4-3-4-4-3-4-4-4-4-3-4-4-4-4,447.24673,17.972399
16,88,4-4-4-4-3-2-4-4-4-4-4-3-4-4-4-4,448.4034,19.132765
16,89,4-4-4-4-3-4-4-4-4-4-4-4-3-4-4-4,448.24945,18.97979
16,90,4-4-4-3-4-4-4-4-4-4-4-3-4-4-4-4,448.24945,18.97979
16,91,4-4-4-4-3-4-2-4-4-4-4-3-4-4-4-4,447.37885,18.117363
16,92,4-4-4-3-4-4-4-4-4-3-4-3-4-4-4-4,447.1781,17.916927
16,93,4-4-4-4-3-3-3-4-4-3-3-3-3-4-4-4,444.9563,15.705813
16,94,4-4-4-3-3-3-3-4-4-3-3-3-4-4-4-4,444.9563,15.705813
16,95,4-4-4-4-3-4-2-4-4-3-4-3-4-4-4-4,446.3437,17.094574
16,96,4-4-4-4-3-3-4-4-4-3-3-3-3-4-4-4,445.96088,16.7127
16,97,4-4-4-3-3-3-3-4-4-4-3-3-4-4-4-4,445.96088,16.7127
16,98,4-4-4-3-4-4-3-4-4-3-4-3-4-4-4-4,446.16873,16.928934
16,99,4-4-4-4-3-4-3-4-4-3-4-4-3-4-4-4,446.16873,16.928934
16,100,4-4-4-3-3-4-3-4-4-4-3-4-4-4-4-4,446.95004,17.743217
